Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
HEMSWORTH,121,206,333,557,800,983,1316,1708,2085,2504,3041,3682,4225,4750,5248,5736,6013,6105,6157,6146,6119,6023,5905,5784,5639,5527,5532,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HESSLE ROAD 1,48,82,116,165,221,274,377,497,616,757,892,983,1088,1204,1331,1461,1606,1744,1886,2011,2132,2246,2350,2450,2542,2635,2636,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HESSLE ROAD 2,39,64,90,127,168,207,283,387,504,643,779,882,998,1122,1258,1397,1551,1699,1853,1993,2126,2249,2360,2464,2556,2645,2647,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HIBALDSTOW,68,110,177,285,394,477,630,877,1172,1510,2067,2968,3722,4425,4981,5526,5847,5944,5968,5943,5901,5786,5642,5485,5293,5120,5129,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HICKLETON,62,108,153,219,293,363,500,662,828,1024,1219,1372,1538,1717,1910,2107,2324,2529,2738,2920,3093,3252,3395,3529,3648,3764,3767,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HILLCREST,62,88,114,155,198,238,314,545,899,1324,1715,1974,2310,2666,3072,3489,3964,4454,4981,5499,5994,6462,6892,7289,7650,7985,7990,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HOLBECK,93,136,175,235,302,363,484,728,1060,1454,1753,1815,1990,2204,2467,2743,3080,3444,3852,4271,4693,5122,5545,5966,6390,6821,6826,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HOLDERNESS,79,137,203,299,400,487,657,1002,1466,2017,2653,3342,4025,4702,5364,6030,6685,7268,7863,8401,8894,9319,9680,9993,10241,10456,10460,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HOLME UPON SPALDING MOOR,40,63,92,139,187,227,303,407,521,653,870,1222,1518,1793,1992,2187,2314,2356,2367,2357,2342,2301,2250,2196,2129,2071,2076,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HONLEY,78,130,182,256,336,412,559,805,1113,1482,1852,2156,2493,2845,3229,3619,4045,4456,4882,5283,5659,6001,6306,6581,6821,7042,7045,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HOPE,18,22,37,65,92,109,137,196,274,362,499,709,884,1046,1172,1295,1369,1399,1424,1438,1443,1408,1365,1318,1261,1207,1209,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HORBURY,60,98,139,200,265,323,434,651,940,1285,1641,1956,2297,2646,3026,3411,3818,4207,4610,4986,5336,5650,5927,6174,6385,6574,6580,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HOUGHTON MAIN,73,125,203,337,481,589,788,1051,1329,1645,2041,2510,2922,3321,3707,4088,4349,4495,4620,4703,4768,4781,4771,4749,4702,4667,4670,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HULL EAST 33/11KV,66,110,160,235,313,380,506,735,1027,1371,1747,2108,2474,2842,3223,3606,3977,4301,4627,4928,5208,5453,5662,5846,5995,6129,6134,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HUMBER ROAD,1,1,1,1,1,1,2,2,2,3,3,4,5,5,6,6,7,7,8,8,8,9,9,9,9,10,10,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
HUNMANBY,75,123,185,289,401,493,665,866,1063,1286,1584,1967,2297,2615,2897,3174,3343,3412,3465,3483,3495,3475,3443,3409,3362,3332,3334,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
ICI FIBRES,38,63,89,126,167,207,284,397,531,690,847,973,1115,1265,1431,1599,1785,1967,2157,2332,2496,2647,2783,2908,3019,3123,3125,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
IDLE,78,133,187,265,349,428,580,857,1216,1644,2048,2324,2662,3021,3424,3836,4300,4759,5245,5710,6154,6569,6947,7297,7613,7909,7912,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
ILKLEY,90,140,194,279,368,446,595,859,1195,1592,1992,2324,2689,3067,3464,3866,4263,4617,4972,5311,5634,5920,6179,6419,6636,6849,6854,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
INGS LANE,35,56,84,126,171,208,279,380,493,624,787,988,1172,1351,1505,1659,1789,1879,1958,2023,2080,2103,2119,2130,2133,2140,2141,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
