Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
HARTMOOR 66/20KV,5.255,5.255,5.257,5.257,5.256,5.256,5.256,5.299,5.326,5.344,5.357,5.385,5.37,5.36,5.353,5.346,5.34,5.335,5.332,5.327,5.324,5.321,5.322,5.324,5.329,5.326,5.323,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HAWTHORN PIT,12.483,12.483,12.483,12.483,12.483,12.483,12.483,12.547,12.588,12.614,12.633,12.675,12.652,12.637,12.627,12.616,12.608,12.601,12.596,12.59,12.584,12.58,12.582,12.584,12.592,12.588,12.583,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HAXBY ROAD T2 T3,0,0,0,0,0,0,0,0.02,0.032,0.04,0.046,0.059,0.052,0.048,0.044,0.041,0.039,0.036,0.035,0.033,0.031,0.03,0.031,0.031,0.033,0.032,0.031,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HEBBURN,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.153,0.154,0.154,0.154,0.155,0.155,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HEBBURN WEST,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0.001,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HEDWORTH,0,0,0,0,0,0,0,0.003,0.006,0.007,0.008,0.01,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.006,0.006,0.005,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HEIGHINGTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HEXHAM,0.501,0.501,0.502,0.502,0.501,0.501,0.501,0.64,0.73,0.788,0.829,0.921,0.87,0.838,0.815,0.793,0.775,0.759,0.747,0.734,0.722,0.713,0.717,0.722,0.738,0.73,0.719,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HIGH BARMSTON,0,0,0,0,0,0,0,0.004,0.006,0.008,0.009,0.012,0.01,0.009,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.007,0.006,0.006,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HIGH FLATTS,0,0,0,0,0,0,0,0.076,0.125,0.156,0.179,0.229,0.201,0.184,0.171,0.159,0.149,0.141,0.134,0.127,0.121,0.115,0.118,0.12,0.129,0.125,0.119,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
HOUGHTON,0,0,0,0,0,0,0,0.032,0.052,0.065,0.075,0.096,0.084,0.077,0.072,0.067,0.062,0.059,0.056,0.053,0.051,0.048,0.049,0.05,0.054,0.052,0.05,NPgN,Primary,NG FES - Hydrogen Evolution,Total installed wind capacity (MW)
