Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
WHITEHALL ROAD 4/5,1.515,1.487,1.296,1.273,1.251,1.226,1.147,1.055,0.933,0.773,0.537,0.481,0.43,0.377,0.328,0.275,0.213,0.147,0.081,0.003,0.003,0.002,0.002,0.001,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
WIBSEY,1.45,1.423,1.24,1.219,1.197,1.173,1.098,1.01,0.893,0.74,0.514,0.461,0.411,0.361,0.314,0.263,0.204,0.14,0.078,0.003,0.003,0.002,0.002,0.001,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
WITHERNSEA,1.373,1.348,1.175,1.154,1.134,1.111,1.04,0.956,0.846,0.701,0.487,0.436,0.39,0.342,0.297,0.249,0.193,0.133,0.074,0.003,0.003,0.002,0.002,0.001,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
WOODCOCK STREET,1.821,1.788,1.558,1.531,1.504,1.474,1.379,1.268,1.122,0.93,0.645,0.579,0.517,0.453,0.394,0.33,0.256,0.176,0.098,0.004,0.004,0.003,0.002,0.002,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
WOODSEATS,1.618,1.588,1.384,1.36,1.336,1.309,1.225,1.127,0.997,0.826,0.573,0.514,0.459,0.403,0.35,0.294,0.228,0.157,0.087,0.004,0.003,0.003,0.002,0.001,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
WOOLLEY,0.819,0.804,0.701,0.689,0.676,0.663,0.62,0.57,0.505,0.418,0.29,0.26,0.232,0.204,0.177,0.149,0.115,0.079,0.044,0.002,0.002,0.001,0.001,0.001,0,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
WORSBROUGH PARK,2.487,2.442,2.127,2.09,2.054,2.013,1.883,1.732,1.532,1.27,0.881,0.791,0.706,0.619,0.538,0.451,0.35,0.241,0.133,0.006,0.005,0.004,0.003,0.002,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
WRAWBY,6.416,6.372,6.067,6.031,5.995,5.956,5.83,5.683,5.489,5.234,4.835,4.684,4.559,4.391,4.228,4.06,3.867,3.666,3.456,3.227,3.1,2.93,2.771,2.455,2.149,1.864,1.864,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
YARBOROUGH ROAD 33/11KV,2.578,2.532,2.206,2.167,2.129,2.087,1.953,1.795,1.588,1.316,0.914,0.82,0.732,0.642,0.558,0.468,0.363,0.25,0.138,0.006,0.005,0.004,0.003,0.002,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
YEW GREEN ROAD,1.482,1.455,1.268,1.246,1.224,1.2,1.122,1.032,0.913,0.757,0.525,0.471,0.421,0.369,0.321,0.269,0.209,0.144,0.08,0.003,0.003,0.002,0.002,0.001,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
