Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
NORWOOD,13.351,13.513,13.99,14.301,14.614,14.964,15.514,16.285,17.089,17.937,18.916,20.142,21.593,22.899,24.138,25.306,26.284,26.714,27.137,27.536,27.907,28.237,28.51,28.738,28.96,29.172,29.249,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
OAKES ROAD,12.625,12.74,12.844,13.086,13.356,13.681,14.205,14.875,15.526,16.25,16.938,17.596,18.635,19.552,20.492,21.445,22.498,23.01,23.485,23.939,24.375,24.751,25.047,25.294,25.516,25.709,25.718,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
OAKWOOD LANE,8.418,8.472,8.478,8.594,8.757,8.961,9.294,9.673,9.985,10.361,10.733,11.099,11.718,12.295,12.89,13.506,14.211,14.561,14.878,15.214,15.543,15.833,16.068,16.268,16.447,16.606,16.637,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
ODSAL,14.357,14.262,14.23,14.268,14.365,14.499,14.738,15.167,15.656,16.17,16.666,17.14,17.797,18.439,19.125,19.828,20.612,21.037,21.44,21.812,22.162,22.464,22.704,22.893,23.046,23.167,23.124,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
OLYMPIA MILLS,16.042,16.25,16.555,16.982,17.419,17.897,18.589,19.448,20.309,21.203,22.319,23.827,25.481,26.896,28.219,29.432,30.273,30.607,30.937,31.246,31.525,31.783,32.015,32.221,32.4,32.59,32.746,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
ORGREAVE,7.8,7.831,7.883,7.975,8.079,8.186,8.379,8.617,8.817,9.055,9.292,9.53,9.85,10.187,10.533,10.874,11.21,11.389,11.567,11.738,11.9,12.041,12.155,12.254,12.34,12.424,12.443,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
OUTWOOD,12.112,12.347,12.56,12.897,13.288,13.734,14.449,15.246,15.933,16.673,17.363,17.979,18.908,19.802,20.713,21.618,22.6,23.131,23.637,24.145,24.634,25.053,25.383,25.675,25.947,26.209,26.267,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PARK HILL,11.067,11.024,11.014,11.069,11.187,11.344,11.594,11.87,12.109,12.366,12.611,12.825,13.129,13.428,13.751,14.065,14.401,14.596,14.769,14.929,15.08,15.21,15.315,15.405,15.485,15.56,15.563,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PARK ROAD,15.001,14.918,14.911,14.981,15.123,15.317,15.624,16.084,16.582,17.121,17.646,18.146,18.802,19.429,20.076,20.72,21.417,21.8,22.151,22.468,22.762,23.01,23.204,23.354,23.474,23.567,23.528,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PARK STREET,10.403,10.493,10.646,10.881,11.142,11.44,11.86,12.498,13.211,13.972,14.709,15.417,16.373,17.267,18.195,19.133,20.145,20.707,21.248,21.755,22.235,22.662,23.019,23.321,23.586,23.817,23.851,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PASTURE ROAD SOUTH,14.375,14.564,14.766,15.029,15.326,15.643,16.1,16.641,17.139,17.68,18.201,18.691,19.322,19.985,20.669,21.356,22.082,22.557,23.023,23.475,23.909,24.302,24.643,24.954,25.241,25.518,25.662,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PATRINGTON ROAD,6.86,6.911,7.058,7.263,7.448,7.609,7.853,8.267,8.726,9.186,9.855,10.874,11.853,12.794,13.706,14.466,14.728,14.749,14.787,14.815,14.813,14.82,14.838,14.845,14.821,14.818,14.844,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PENISTONE,12.027,12.232,12.459,12.778,13.076,13.4,13.927,14.559,15.144,15.783,16.436,17.133,18.053,18.911,19.751,20.563,21.33,21.705,22.075,22.43,22.759,23.045,23.275,23.478,23.662,23.843,23.898,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
