Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
KIELDER,6,7,8,9,10,12,14,20,34,52,84,129,163,189,208,223,233,249,263,274,284,293,302,310,317,322,322,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
KILLINGWORTH,118,211,298,428,571,700,818,1140,1502,1929,2341,2516,2694,2826,2938,3020,3068,3226,3385,3533,3668,3781,3872,3925,3971,4012,4014,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
KIRBYMOORSIDE,84,132,178,247,325,399,467,637,823,1042,1359,1715,1920,2046,2139,2204,2240,2344,2436,2517,2587,2643,2705,2767,2817,2856,2860,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
LINTON 66/20KV,81,140,198,284,379,466,545,747,956,1199,1563,1980,2205,2333,2426,2488,2518,2626,2723,2808,2883,2939,3004,3068,3120,3159,3161,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
LONGBENTON,68,112,150,204,263,317,366,571,942,1398,1807,1905,2189,2465,2683,2850,2963,3166,3361,3532,3686,3824,3950,4047,4133,4201,4203,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
LOW SPENNYMOOR,162,297,430,630,852,1052,1236,1677,2058,2494,2927,3124,3168,3135,3115,3087,3048,3120,3200,3288,3369,3420,3470,3509,3542,3576,3579,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
LYNEMOUTH,18,32,46,67,90,110,129,179,232,295,385,485,542,576,600,617,626,653,678,700,719,734,751,767,780,790,790,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MADDISON STREET,203,364,519,751,1008,1239,1451,2020,2644,3378,4073,4319,4539,4684,4803,4881,4913,5118,5326,5522,5699,5836,5964,6062,6147,6221,6224,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MALLEABLE,123,203,280,397,528,651,763,1043,1337,1679,1980,2040,2087,2109,2131,2142,2141,2208,2277,2350,2416,2464,2517,2569,2614,2656,2665,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MALTON,199,331,459,653,871,1075,1261,1709,2136,2629,3190,3598,3801,3893,3967,4014,4028,4178,4327,4466,4593,4686,4780,4859,4925,4983,4990,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MEADOWFIELD,97,168,239,344,461,567,664,898,1108,1347,1585,1700,1729,1719,1714,1704,1686,1732,1780,1828,1871,1899,1929,1956,1979,2001,2004,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MELROSEGATE 33/11KV,86,143,197,279,369,451,526,740,1005,1319,1590,1620,1692,1751,1797,1826,1837,1913,1986,2053,2112,2156,2208,2263,2310,2352,2354,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MILLBANK LANE,139,252,352,500,662,807,942,1319,1757,2280,2795,3071,3395,3664,3896,4080,4205,4492,4784,5045,5288,5504,5651,5695,5735,5770,5774,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MONKSEATON,101,155,204,276,357,435,505,773,1250,1833,2441,2760,3187,3559,3839,4048,4185,4449,4693,4898,5077,5234,5398,5553,5684,5788,5794,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MOOR MONKTON PUMPS,11,17,24,34,44,54,63,88,118,153,208,274,315,342,362,376,384,404,421,436,449,460,472,483,493,500,500,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MORPETH,207,359,508,734,984,1213,1424,1931,2397,2933,3510,3864,4008,4043,4073,4081,4064,4194,4324,4451,4566,4643,4725,4797,4857,4911,4915,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
MOUNT ROAD,74,103,128,163,205,247,286,457,808,1241,1648,1772,2065,2346,2561,2725,2835,3025,3202,3353,3486,3605,3725,3835,3929,4002,4006,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NEWBURN HAUGH,29,46,61,84,110,134,156,236,373,540,699,750,843,927,989,1035,1063,1124,1181,1229,1271,1306,1346,1386,1421,1449,1450,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NEWBY,70,118,162,227,299,366,426,627,932,1302,1687,1892,2133,2333,2483,2595,2663,2817,2961,3084,3193,3285,3380,3466,3539,3597,3599,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NEWCASTLE AIRPORT,98,178,255,372,501,617,723,998,1279,1607,1921,2031,2100,2128,2150,2159,2154,2230,2307,2380,2445,2490,2539,2584,2623,2659,2660,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NEWTON AYCLIFFE SOUTH,39,69,96,138,183,225,264,366,481,617,765,863,943,1000,1047,1082,1103,1160,1217,1270,1319,1360,1393,1411,1427,1440,1441,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NORTH STREET,77,89,100,116,138,168,194,288,489,738,938,927,1051,1185,1289,1370,1428,1521,1608,1679,1741,1798,1863,1934,1995,2044,2050,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NORTH TEES T1 T2,59,74,87,107,133,163,190,249,328,420,487,472,484,503,522,537,550,574,598,621,642,660,680,702,720,736,743,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NORTH TEES T3 T4,59,79,97,124,156,192,224,321,485,685,887,983,1116,1233,1323,1393,1441,1524,1602,1672,1733,1786,1843,1900,1947,1986,1994,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NORTHALLERTON,118,185,249,343,450,554,648,891,1171,1502,1890,2198,2427,2589,2719,2818,2880,3029,3173,3304,3422,3522,3615,3688,3749,3799,3811,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
NORTON 132/11KV,217,391,559,808,1082,1328,1555,2222,3078,4100,5125,5584,6076,6451,6738,6942,7054,7395,7726,8028,8294,8510,8729,8922,9088,9225,9231,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
OATLANDS,62,99,133,184,241,295,344,490,689,928,1166,1276,1411,1523,1611,1677,1720,1820,1915,1998,2072,2136,2196,2245,2287,2321,2325,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
OFFERTON 33/11KV,114,205,293,422,565,693,811,1158,1599,2126,2673,2959,3241,3453,3615,3731,3796,3988,4174,4340,4487,4607,4724,4822,4905,4973,4974,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
PALLION TRADING,112,194,273,391,523,644,755,1059,1422,1851,2279,2465,2636,2755,2847,2908,2937,3059,3178,3291,3390,3466,3548,3623,3688,3742,3744,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
PETERLEE INDUSTRIAL,3,3,3,3,4,5,6,6,7,8,9,10,11,13,14,15,16,17,18,19,20,20,21,22,22,23,23,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
PETERLEE WEST,44,78,109,154,203,248,289,420,606,832,1067,1203,1364,1500,1608,1690,1744,1857,1968,2065,2153,2230,2293,2331,2364,2390,2391,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
PILGRIM,56,73,86,105,128,150,169,226,307,400,430,320,282,271,267,264,262,267,273,279,285,288,297,312,326,339,342,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
POTTER HOUSE T1 T3,181,322,464,670,894,1094,1276,1774,2328,2977,3872,4794,5346,5686,5935,6105,6192,6476,6735,6962,7162,7318,7486,7644,7772,7871,7875,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
POTTER HOUSE T4 T5,28,46,62,87,114,140,164,227,301,389,480,531,575,607,633,652,663,696,729,758,785,806,827,842,856,867,868,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
PRISSICK,159,294,421,608,814,997,1166,1648,2226,2914,3594,3903,4233,4485,4689,4838,4924,5172,5421,5655,5866,6042,6193,6293,6381,6454,6455,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
RAVENSCAR,18,28,39,55,73,90,105,142,179,221,269,300,317,324,330,333,334,346,357,368,378,385,392,400,406,411,411,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
RAWCLIFFE LANE,105,174,232,318,413,500,581,826,1161,1566,2008,2329,2681,2978,3222,3414,3546,3802,4052,4271,4472,4654,4788,4848,4899,4939,4941,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
REDCAR,282,494,695,994,1325,1626,1903,2667,3566,4632,5843,6720,7402,7883,8258,8529,8686,9130,9556,9938,10282,10564,10824,11019,11181,11313,11320,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
RESERVOIR,190,332,469,671,894,1096,1282,1781,2338,2996,3771,4389,4826,5119,5347,5512,5605,5882,6149,6390,6608,6786,6947,7064,7161,7239,7242,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
RICHMOND T1,56,85,112,152,197,240,280,399,575,786,1128,1559,1855,2067,2225,2343,2418,2560,2685,2791,2884,2964,3049,3130,3194,3244,3250,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
RICHMOND T2,12,17,22,28,35,43,50,74,116,167,257,379,467,531,579,616,640,681,716,746,773,796,820,843,861,875,876,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
RIPON,103,153,199,268,346,425,496,688,938,1237,1591,1883,2128,2314,2461,2574,2648,2802,2948,3076,3191,3290,3382,3453,3513,3560,3568,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
RISE CARR,101,173,239,338,448,549,642,900,1211,1582,1954,2141,2339,2493,2620,2715,2774,2931,3088,3227,3354,3462,3551,3605,3652,3691,3694,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
ROMANBY,34,61,84,119,156,190,221,317,446,601,742,790,876,953,1018,1068,1102,1174,1246,1311,1372,1425,1466,1486,1505,1520,1521,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
RUDBY,30,47,64,88,116,143,168,234,315,412,562,743,858,934,991,1033,1058,1115,1166,1209,1247,1278,1312,1344,1371,1391,1394,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SCARBOROUGH 33/11KV,139,207,271,367,476,583,680,971,1397,1910,2382,2511,2745,2952,3113,3232,3306,3479,3641,3783,3909,4015,4133,4253,4355,4440,4446,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
