Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
HAWORTH 2,7604.643,7515.423,7430.36,7349.279,7272.01,7198.38,7128.219,7061.355,6997.618,6936.84,6878.85,6823.48,6770.562,6719.928,6671.411,6624.844,6580.061,6536.896,6495.184,6454.76,6415.46,6377.118,6339.573,6302.661,6266.219,6230.086,6194.098,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HAXEY,20039.925,20183.217,20329.419,20478.66,20631.037,20786.615,20945.427,21107.475,21272.73,21441.129,21612.58,21786.957,21964.104,22143.832,22325.921,22510.119,22696.143,22883.676,23072.371,23261.85,23451.702,23641.484,23830.722,24018.909,24205.508,24389.949,24571.63,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HAYTON,47126.225,47078.966,48691.671,48674.13,48670.971,48681.822,48706.271,48743.864,48794.105,48856.459,48930.348,49015.153,49110.216,49214.836,49328.271,49449.739,49578.415,49713.434,49853.89,49998.836,50147.282,50298.199,50450.515,50603.117,50754.853,50904.526,51050.901,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HAZLEHEAD,16358.672,16266.582,17568.487,17489.815,17417.518,17351.363,17291.11,17236.511,17187.311,17143.247,17104.046,17069.432,17039.117,17012.809,16990.204,16970.995,16954.864,16941.486,16930.529,16921.654,16914.512,16908.748,16903.999,16899.894,16896.054,16892.093,16887.616,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HEBDEN BRIDGE,5749.697,5687.801,5628.928,5572.956,5519.764,5469.228,5421.228,5375.641,5332.344,5291.214,5252.129,5214.966,5179.602,5145.914,5113.779,5083.073,5053.673,5025.456,4998.298,4972.075,4946.662,4921.937,4897.774,4874.049,4850.638,4827.417,4804.259,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HEDLEY CHASE,15065.605,14889.579,19692.488,19532.552,19380.151,19234.946,19096.6,18964.774,18839.133,18719.341,18605.064,18495.969,18391.722,18291.993,18196.449,18104.762,18016.603,17931.642,17849.553,17770.009,17692.684,17617.254,17543.395,17470.783,17399.097,17328.014,17257.214,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HEDON ROAD,48276.3,47711.853,47173.742,46660.874,46172.16,45706.512,45262.847,44840.084,44437.146,44052.956,43686.444,43336.54,43002.178,42682.296,42375.831,42081.728,41798.931,41526.388,41263.05,41007.872,40759.808,40517.82,40280.867,40047.916,39817.933,39589.888,39362.753,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HEMSWORTH,18902.692,18898.129,18899.277,18906.044,18918.316,18935.966,18958.844,18986.787,19019.612,19057.118,19099.087,19145.284,19195.455,19249.328,19306.614,19367.006,19430.181,19495.795,19563.488,19632.883,19703.583,19775.175,19847.228,19919.293,19990.901,20061.57,20130.796,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HESSLE ROAD 1,6991.669,6941.304,8281.264,8237.083,8195.828,8157.384,8121.633,8088.458,8057.736,8029.344,8003.155,7979.042,7956.874,7936.518,7917.838,7900.697,7884.955,7870.47,7857.096,7844.688,7833.096,7822.169,7811.751,7801.688,7791.82,7781.986,7772.023,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HESSLE ROAD 2,17730.351,17638.236,17553.345,17475.456,17404.334,17339.739,17281.421,17229.118,17182.564,17141.48,17105.581,17074.57,17048.144,17025.989,17007.783,16993.194,16981.882,16973.497,16967.683,16964.07,16962.282,16961.935,16962.633,16963.973,16965.542,16966.919,16967.674,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
