Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
SELBY ROAD,2.964,3.117,3.094,3.296,3.512,3.716,3.848,4.167,4.463,4.696,4.858,4.679,4.977,5.296,5.616,5.95,6.292,6.647,6.757,7.134,7.496,7.874,8.259,8.609,8.994,9.371,9.373,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SHARLSTON,7.169,7.359,7.452,7.846,8.278,8.657,8.959,9.838,10.707,11.56,12.367,12.966,13.481,13.882,14.313,14.718,15.139,15.558,15.061,15.522,15.972,16.429,16.906,17.341,17.796,18.249,18.252,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SHEPCOTE TINSLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SHERBURN,20.701,20.847,20.896,21.27,21.687,22.036,22.294,23.32,24.306,25.288,26.193,26.869,27.327,27.61,27.933,28.204,28.49,28.761,27.864,28.18,28.495,28.805,29.143,29.455,29.752,30.059,30.066,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SHIPLEY,2.752,2.821,2.663,2.762,2.868,2.969,2.99,3.077,3.13,3.109,2.992,2.445,2.619,2.827,3.032,3.253,3.477,3.713,3.88,4.128,4.365,4.615,4.868,5.097,5.353,5.602,5.603,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SHIRLAND LANE,1.065,1.075,0.995,1.004,1.014,1.023,1.002,0.986,0.955,0.9,0.804,0.543,0.572,0.608,0.642,0.68,0.718,0.758,0.789,0.831,0.871,0.914,0.957,0.996,1.04,1.082,1.082,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SILVER STREET,1.977,1.963,1.741,1.737,1.735,1.73,1.655,1.578,1.465,1.298,1.037,0.391,0.425,0.466,0.507,0.551,0.596,0.643,0.68,0.73,0.777,0.827,0.877,0.923,0.974,1.024,1.024,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SILVERWOOD,5.541,5.741,5.814,6.288,6.805,7.262,7.623,8.661,9.684,10.678,11.611,12.267,12.887,13.389,13.924,14.432,14.959,15.488,14.974,15.554,16.117,16.692,17.29,17.836,18.409,18.98,18.983,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SKILLINGS LANE,6.73,7.086,7.36,7.693,7.958,8.282,8.451,7.407,8.317,9.075,9.813,10.263,10.694,10.918,11.237,11.447,11.736,11.953,11.109,11.363,11.683,11.932,12.275,12.591,12.897,13.211,13.219,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SKIPTON,5.185,5.434,5.476,5.909,6.399,6.855,7.158,8.898,10.337,11.542,12.447,12.581,13.018,13.659,14.258,14.922,15.56,16.243,16.151,16.913,17.672,18.464,19.319,20.109,20.88,21.684,21.749,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SLAITHWAITE,4.072,4.195,4.139,4.248,4.368,4.482,4.527,4.674,4.792,4.848,4.822,4.435,4.62,4.828,5.035,5.255,5.479,5.713,5.812,6.06,6.297,6.546,6.799,7.029,7.283,7.531,7.533,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SLEDMERE GARTH,1.514,1.569,1.588,1.675,1.769,1.857,1.927,2.077,2.223,2.351,2.466,2.504,2.626,2.756,2.887,3.024,3.163,3.309,3.357,3.512,3.66,3.815,3.972,4.115,4.273,4.427,4.428,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SMITH STREET,2.526,2.626,2.576,2.75,2.941,3.108,3.207,3.554,3.879,4.169,4.392,4.329,4.576,4.781,4.998,5.207,5.423,5.64,5.453,5.69,5.921,6.156,6.4,6.623,6.859,7.093,7.094,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SMITHY GREEN,1.833,1.895,1.894,2.038,2.197,2.336,2.438,2.753,3.058,3.347,3.606,3.736,3.928,4.086,4.254,4.415,4.581,4.748,4.592,4.775,4.953,5.135,5.324,5.496,5.678,5.858,5.859,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SNAITHING PARK ROAD,3.208,3.268,3.234,3.359,3.525,3.693,3.777,3.931,4.049,4.073,3.964,3.597,3.8,4.048,4.291,4.555,4.823,5.105,5.334,5.63,5.914,6.213,6.514,6.787,7.094,7.393,7.394,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SNELSINS LANE,2.181,2.256,2.227,2.337,2.456,2.571,2.642,2.808,2.958,3.065,3.125,2.964,3.134,3.328,3.52,3.724,3.932,4.15,4.265,4.495,4.715,4.947,5.182,5.395,5.631,5.862,5.864,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
