Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
EASTFIELD ROAD,46,76,109,158,212,261,355,485,630,802,995,1218,1442,1665,1884,2100,2307,2484,2673,2835,2980,3108,3212,3299,3366,3427,3430,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ECCLESFIELD,70,120,171,244,324,399,545,797,1120,1505,1900,2284,2708,3156,3631,4113,4645,5156,5679,6161,6616,7031,7381,7683,7929,8144,8145,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
EDLINGTON,105,183,263,380,510,630,862,1187,1550,1980,2432,2893,3382,3894,4424,4954,5488,5971,6481,6929,7344,7720,8037,8312,8536,8743,8746,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
EGGBOROUGH,21,34,53,81,110,135,181,242,307,382,501,697,868,1020,1147,1266,1326,1332,1348,1348,1338,1322,1300,1276,1245,1221,1222,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ELGAR ROAD,102,174,246,350,464,572,780,1123,1551,2060,2570,3041,3574,4141,4743,5355,6034,6686,7359,7978,8568,9108,9572,9976,10313,10615,10619,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ELLAND 33/11KV,53,84,116,164,216,264,355,522,743,1004,1255,1464,1713,1980,2266,2557,2880,3194,3516,3821,4119,4395,4639,4857,5046,5221,5223,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ELLIFOOT LANE,1,1,1,2,2,2,3,4,5,6,8,10,12,14,16,18,19,20,21,21,22,22,22,22,23,23,23,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ELLIN STREET 1/3,68,101,131,177,229,279,375,540,753,1005,1180,1191,1284,1414,1569,1735,1953,2193,2447,2718,3018,3329,3639,3949,4266,4592,4594,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ELLIN STREET 2,21,29,36,47,60,72,95,148,225,317,389,416,468,531,602,678,772,874,978,1087,1204,1320,1432,1538,1643,1746,1747,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ELMHIRST LANE 1,23,39,58,87,118,145,196,273,364,470,587,717,849,984,1119,1251,1366,1455,1550,1634,1710,1778,1835,1886,1927,1969,1970,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
