Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
ELGAR ROAD,15.419,15.591,16.248,16.57,16.93,17.327,17.949,18.822,19.725,20.703,21.62,22.309,23.136,23.845,24.673,25.504,26.34,26.856,27.368,27.986,28.555,29.051,29.504,29.861,30.226,30.533,30.631,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ELLAND 33/11KV,14.21,14.147,14.284,14.298,14.361,14.451,14.585,14.738,14.898,15.092,15.296,15.495,15.729,15.914,16.11,16.303,16.495,16.61,16.719,16.855,16.978,17.083,17.175,17.239,17.302,17.354,17.378,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ELLIFOOT LANE,0.385,0.389,0.391,0.397,0.414,0.442,0.472,0.497,0.528,0.563,0.601,0.64,0.679,0.717,0.756,0.795,0.835,0.873,0.91,0.943,0.974,1.004,1.036,1.062,1.085,1.106,1.127,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ELLIN STREET 1/3,18.089,18.067,18.105,18.219,18.356,18.52,18.74,18.867,19.011,19.176,19.344,19.483,19.704,19.867,20.127,20.397,20.678,20.842,21.019,21.278,21.526,21.749,21.956,22.121,22.285,22.434,22.503,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ELLIN STREET 2,7.102,7.079,7.078,7.1,7.13,7.174,7.247,7.328,7.422,7.53,7.627,7.691,7.792,7.869,7.985,8.106,8.229,8.301,8.375,8.482,8.581,8.669,8.749,8.809,8.867,8.916,8.927,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ELMHIRST LANE 1,1.71,1.756,1.814,1.888,1.967,2.052,2.16,2.279,2.398,2.522,2.652,2.789,2.949,3.066,3.181,3.288,3.392,3.443,3.492,3.56,3.622,3.674,3.72,3.751,3.786,3.817,3.832,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ELMHIRST LANE 2,6.674,6.813,6.96,7.177,7.446,7.778,8.219,8.767,9.345,9.959,10.624,11.29,11.941,12.518,13.111,13.659,14.199,14.587,14.937,15.272,15.58,15.843,16.089,16.28,16.458,16.618,16.721,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ELSECAR,9.174,9.359,10.524,10.85,11.183,11.536,12.063,12.721,13.386,14.103,14.768,15.284,15.938,16.489,17.096,17.691,18.291,18.656,19.006,19.404,19.773,20.089,20.377,20.602,20.825,21.015,21.086,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
ENDIKE LANE,13.389,13.454,13.563,13.769,14.002,14.267,14.69,15.27,15.877,16.562,17.221,17.725,18.303,18.795,19.381,19.97,20.568,20.925,21.291,21.776,22.222,22.613,22.972,23.256,23.535,23.77,23.836,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
EPWORTH,5.784,5.957,6.165,6.429,6.731,7.073,7.537,8.137,8.757,9.384,10.234,11.307,12.163,12.904,13.61,14.193,14.752,15.132,15.436,15.715,15.969,16.146,16.293,16.409,16.531,16.648,16.738,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FARNLEY CRESCENT,12.73,12.783,12.892,13.122,13.395,13.697,14.142,14.663,15.211,15.826,16.407,16.844,17.406,17.877,18.436,19.002,19.577,19.915,20.247,20.688,21.094,21.445,21.762,22.003,22.234,22.426,22.464,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FENTON LANE,9.188,9.276,9.384,9.517,9.66,9.816,10.011,10.227,10.445,10.661,10.908,11.201,11.507,11.751,12.016,12.259,12.499,12.673,12.839,13.024,13.203,13.368,13.525,13.665,13.812,13.955,14.089,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FERRYBRIDGE A 11KV,19.457,19.682,20.267,20.724,21.244,21.824,22.574,23.345,24.112,24.87,25.649,26.459,27.426,28.138,28.908,29.635,30.355,30.778,31.191,31.711,32.196,32.624,33.01,33.307,33.624,33.915,34.135,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FIR TREE LANE,15.031,15.163,16.299,16.473,16.667,16.914,17.259,17.633,18.029,18.446,18.89,19.396,20.024,20.437,20.865,21.28,21.687,21.852,22.015,22.288,22.533,22.739,22.907,22.997,23.103,23.182,23.194,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FIRST AVENUE,18.068,17.978,17.931,17.94,17.986,18.058,18.232,18.556,18.904,19.325,19.723,19.988,20.289,20.579,20.957,21.35,21.75,22.017,22.281,22.594,22.881,23.131,23.363,23.549,23.715,23.849,23.865,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FIRTH BROWN,5.684,5.794,5.928,6.078,6.24,6.412,6.624,6.896,7.174,7.453,7.809,8.248,8.623,8.946,9.264,9.55,9.828,10.031,10.205,10.376,10.539,10.676,10.801,10.913,11.028,11.139,11.236,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FISH DAM LANE,9.81,9.863,9.94,10.048,10.182,10.339,10.541,10.788,11.048,11.326,11.602,11.83,12.072,12.307,12.558,12.805,13.046,13.243,13.431,13.62,13.797,13.96,14.114,14.253,14.386,14.511,14.61,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FLIXBOROUGH,15.659,15.904,16.204,16.562,16.982,17.46,18.019,18.666,19.341,20.027,20.76,21.469,22.154,22.795,23.435,24.033,24.607,25.096,25.548,25.976,26.376,26.745,27.096,27.419,27.738,28.048,28.345,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FOLLY HALL,10.762,10.714,11.345,11.388,11.463,11.563,11.727,11.973,12.238,12.541,12.832,13.054,13.31,13.533,13.808,14.086,14.366,14.54,14.713,14.934,15.137,15.313,15.475,15.601,15.715,15.809,15.825,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FOUR LANE ENDS,12.37,12.299,12.261,12.262,12.301,12.359,12.486,12.732,12.997,13.297,13.565,13.718,13.915,14.103,14.365,14.637,14.913,15.089,15.265,15.48,15.676,15.847,16.005,16.128,16.236,16.321,16.321,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FOXHILLS,14.702,14.922,15.18,15.481,15.828,16.224,16.668,17.155,17.67,18.198,18.739,19.22,19.704,20.182,20.662,21.126,21.569,21.98,22.371,22.742,23.092,23.424,23.745,24.051,24.35,24.644,24.936,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FULLERTON ROAD,10.108,10.157,10.224,10.316,10.427,10.554,10.739,11.023,11.325,11.652,11.967,12.206,12.466,12.714,13.005,13.298,13.589,13.808,14.023,14.261,14.482,14.684,14.874,15.041,15.199,15.34,15.424,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
FURNESS AVENUE,11.146,11.236,11.37,11.612,11.915,12.256,12.777,13.504,14.261,15.081,15.852,16.445,17.165,17.763,18.427,19.087,19.745,20.128,20.504,20.995,21.443,21.831,22.18,22.446,22.7,22.907,22.953,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GAISBY LANE,13.834,13.78,13.812,13.928,14.132,14.381,14.678,14.884,15.102,15.34,15.634,16.01,16.444,16.737,17.074,17.406,17.738,17.907,18.078,18.325,18.55,18.744,18.91,19.014,19.124,19.216,19.259,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GIBRALTAR ROAD,17.124,17.179,17.325,17.622,18.046,18.561,19.311,20.388,21.528,22.783,24.005,24.98,26.047,26.975,28.033,29.065,30.086,30.736,31.362,32.121,32.807,33.402,33.944,34.354,34.723,35.022,35.079,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GIBSON LANE,16.888,17.264,21.597,22.076,22.62,23.214,24.038,24.96,25.899,26.892,27.852,28.647,29.608,30.466,31.353,32.201,33.038,33.627,34.154,34.607,35.022,35.365,35.675,35.917,36.212,36.48,36.659,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GILDERSOME,12.197,12.232,12.301,12.444,12.641,12.875,13.233,13.697,14.181,14.696,15.183,15.533,15.952,16.339,16.77,17.194,17.613,17.896,18.155,18.422,18.662,18.861,19.039,19.174,19.299,19.4,19.423,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GLEADLESS VALLEY,9.004,9.044,9.146,9.336,9.548,9.79,10.176,10.804,11.467,12.165,12.804,13.255,13.819,14.273,14.843,15.42,15.99,16.31,16.64,17.102,17.521,17.89,18.222,18.475,18.713,18.902,18.915,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GOOLE,14.514,14.722,15.006,15.419,15.914,16.489,17.293,18.372,19.501,20.688,21.871,22.848,23.888,24.809,25.808,26.747,27.66,28.279,28.858,29.485,30.048,30.529,30.962,31.301,31.646,31.942,32.073,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GRAINTHORPE,4.124,4.225,4.296,4.444,4.751,5.222,5.746,6.282,6.889,7.571,8.437,9.528,10.442,11.302,12.122,12.81,13.512,14.138,14.731,15.258,15.77,16.245,16.737,17.144,17.496,17.838,18.168,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GREAT COATES,13.8,13.848,13.927,14.053,14.212,14.41,14.715,15.127,15.546,15.946,16.396,16.925,17.493,17.898,18.299,18.672,19.036,19.211,19.357,19.537,19.697,19.821,19.919,19.966,20.027,20.073,20.08,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GREENHILL,5.893,5.958,6.047,6.174,6.317,6.479,6.747,7.23,7.74,8.271,8.759,9.101,9.507,9.844,10.263,10.686,11.102,11.347,11.599,11.941,12.25,12.524,12.772,12.966,13.145,13.287,13.299,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GREYFRIARS RD,8.503,8.51,8.83,8.879,8.944,9.024,9.137,9.294,9.461,9.647,9.829,9.972,10.129,10.281,10.461,10.643,10.826,10.97,11.113,11.268,11.415,11.551,11.681,11.796,11.904,12.004,12.069,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GREYFRIARS ROAD 3/4,7.567,7.577,7.607,7.657,7.721,7.798,7.906,8.052,8.207,8.379,8.552,8.701,8.862,9.011,9.184,9.356,9.529,9.661,9.791,9.932,10.064,10.186,10.302,10.404,10.5,10.589,10.648,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GRIMETHORPE,8.747,8.886,9.052,9.289,9.548,9.829,10.237,10.767,11.306,11.872,12.49,13.11,13.722,14.258,14.813,15.317,15.813,16.145,16.431,16.7,16.949,17.154,17.34,17.488,17.637,17.769,17.841,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GROVE STREET,9.076,8.998,8.955,8.934,8.937,8.958,8.999,9.054,9.117,9.2,9.284,9.352,9.434,9.508,9.6,9.693,9.788,9.853,9.918,9.993,10.062,10.124,10.182,10.227,10.266,10.3,10.311,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
GUARDIAN GLASS,5.86,5.879,11.289,11.322,11.361,11.406,11.466,11.552,11.643,11.74,11.884,12.084,12.237,12.381,12.518,12.629,12.74,12.834,12.919,13,13.08,13.152,13.223,13.291,13.359,13.427,13.49,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HACKENTHORPE,11.72,11.786,11.894,12.081,12.304,12.556,12.986,13.706,14.454,15.226,15.937,16.476,17.153,17.733,18.428,19.125,19.816,20.248,20.648,21.057,21.428,21.745,22.028,22.237,22.438,22.596,22.617,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HALIFAX 33/11KV,18.746,18.661,18.653,18.716,18.863,19.052,19.329,19.68,20.055,20.519,20.949,21.257,21.651,22.002,22.418,22.844,23.275,23.553,23.828,24.18,24.506,24.796,25.066,25.277,25.471,25.636,25.69,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HALLAM STREET,9.751,9.834,11.375,11.518,11.69,11.878,12.172,12.526,12.889,13.265,13.612,13.859,14.181,14.45,14.751,15.05,15.356,15.528,15.699,15.945,16.171,16.365,16.541,16.678,16.81,16.921,16.946,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HARDEN,3.482,3.534,3.577,3.663,3.805,3.988,4.221,4.477,4.749,5.047,5.456,5.977,6.382,6.747,7.105,7.431,7.754,7.985,8.169,8.323,8.465,8.575,8.678,8.754,8.819,8.878,8.911,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HARPSWELL,6.168,6.258,6.335,6.473,6.728,7.107,7.527,7.962,8.45,8.992,9.627,10.365,11.029,11.656,12.281,12.861,13.447,13.968,14.463,14.905,15.333,15.732,16.139,16.482,16.783,17.074,17.354,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HARWORTH,13.037,13.195,16.543,16.81,17.115,17.44,17.91,18.432,18.949,19.49,20.317,21.462,22.332,23.09,23.793,24.364,24.931,25.304,25.569,25.793,26.01,26.161,26.297,26.413,26.542,26.675,26.776,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HAWORTH 1,5.976,5.985,6.023,6.093,6.196,6.319,6.504,6.756,7.01,7.243,7.484,7.735,8.018,8.221,8.432,8.63,8.822,8.919,9.006,9.119,9.22,9.301,9.367,9.406,9.449,9.482,9.493,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HAWORTH 2,3.725,3.792,3.867,3.982,4.12,4.266,4.489,4.795,5.109,5.436,5.76,6.031,6.334,6.593,6.884,7.165,7.444,7.611,7.767,7.943,8.104,8.235,8.351,8.437,8.52,8.586,8.589,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HAXEY,6.171,6.331,6.469,6.67,6.988,7.426,7.946,8.544,9.195,9.904,10.831,12.014,12.99,13.889,14.775,15.59,16.407,17.082,17.683,18.213,18.725,19.175,19.624,20.003,20.346,20.682,20.999,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HAYTON,15.052,15.321,16.341,16.723,17.168,17.634,18.273,18.892,19.5,20.165,21.174,22.539,23.555,24.484,25.314,25.935,26.569,27.018,27.396,27.765,28.12,28.358,28.574,28.771,29.011,29.258,29.458,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HAZLEHEAD,4.987,5.001,5.662,5.705,5.764,5.838,5.934,6.05,6.172,6.299,6.432,6.549,6.667,6.777,6.886,6.988,7.084,7.159,7.229,7.296,7.355,7.406,7.453,7.492,7.53,7.565,7.596,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HEBDEN BRIDGE,3.064,3.088,3.128,3.191,3.265,3.348,3.49,3.739,3.999,4.269,4.633,5.092,5.453,5.755,6.057,6.304,6.543,6.684,6.804,6.941,7.064,7.158,7.237,7.292,7.345,7.385,7.383,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HEDLEY CHASE,6.965,6.932,9.197,9.218,9.266,9.328,9.408,9.468,9.534,9.627,9.717,9.778,9.86,9.935,10.031,10.132,10.236,10.3,10.366,10.47,10.567,10.653,10.733,10.797,10.856,10.907,10.925,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
