Scenario,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51
NPg Planning Scenario,104.4599061,137.5810456,169.902966,200.7916478,229.1237929,255.3084656,279.4892228,301.7886424,322.012292,340.3492781,356.595675,370.9472473,383.5055723,394.3982189,403.980291,412.3479034,419.6023896,425.7937983,430.967188,435.0752984,438.3546344,440.9336532,442.9286768,444.3767342,445.4257804,446.0803099,446.4610465,446.7461743,446.9660379
