Scenario,2023/24,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51
NPg Reference Scenario,0.03,0.05,0.09,0.13,0.19,0.25,0.31,0.38,0.45,0.52,0.58,0.64,0.69,0.74,0.78,0.82,0.85,0.88,0.91,0.93,0.94,0.96,0.97,0.98,0.98,0.99,0.99,0.99
