Scenario,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51
NPg Planning scenario,34.39444922,33.12113949,32.3219204,30.88868177,28.33214507,26.18467277,24.18075712,22.29941961,20.22364966,18.33698608,16.24639693,14.35157228,12.55832502,10.89264661,9.582072095,8.367612352,7.254486171,6.191408758,5.173389698,4.108110367,3.279335993,2.579018768,1.995023632,1.448057442,1.049046159,0.654529489,0.380736615,0.285127765,0.219863684
